GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Subnational unit,Latitude,Longitude,Coordinate accuracy,Plant status,Number of units,Plant age (years),Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Main production equipment,Workforce size,GEM wiki page
P100000120045,ArcelorMittal Juiz de Fora steel plant,ArcelorMittal Brasil SA,ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],Brazil,Central & South America,Minas Gerais,-21.626963,-43.462361,exact,operating,2,42.0,1100.0,360.0,,,,,BF; EAF,1000,https://www.gem.wiki/ArcelorMittal_Juiz_de_Fora_steel_plant
P100000120786,ArcelorMittal Kraków steel plant,ArcelorMittal Poland SA,ArcelorMittal SA [100.0%],Poland,Europe,Lesser Poland,50.083849,20.096306,exact,retired,1,66.0,0.0,0.0,,,,,BF; BOF,1200,https://www.gem.wiki/ArcelorMittal_Kraków_steel_plant
P100000120906,ArcelorMittal Kryvyi Rih steel plant,ArcelorMittal Kryvyi Rih PJSC,ArcelorMittal SA [95.1%]; small shareholder(s) [4.9%],Ukraine,Europe,Dnipropetrovsk,47.874411,33.392993,exact,operating,3,92.0,1083.0,3618.0,,1095.0,1250.0,,BF; BOF; Steel other/unspecified,22000,https://www.gem.wiki/ArcelorMittal_Kryvyi_Rih_steel_plant
P100000120725,ArcelorMittal Lázaro Cárdenas steel plant,ArcelorMittal México SA de CV,ArcelorMittal SA [100.0%],Mexico,North America,Michoacán,17.930688,-102.201498,exact,operating,1,49.29,6500.0,4652.0,,,,1300.0,BF; BOF; DRI; EAF,8000,https://www.gem.wiki/ArcelorMittal_Lázaro_Cárdenas_steel_plant
P100001081899,ArcelorMittal Mauritania green steel plant,ArcelorMittal SA; Société Nationale Industrielle et Minière SA,ArcelorMittal SA [100.0%]; Government of Mauritania [78.4%]; small shareholder(s) [8.3%]; Kia Corp [7.7%]; Arab Mining Co [5.7%],Mauritania,Africa,unknown,19.513799,-10.553879,approximate,announced,1,,0.0,0.0,,,,,DRI; Steel other/unspecified,unknown,https://www.gem.wiki/ArcelorMittal_Mauritania_green_steel_plant
P100000120473,ArcelorMittal Méditerranée Fos sur Mer steel plant,ArcelorMittal Méditerranée SAS,ArcelorMittal SA [100.0%],France,Europe,Provence-Alpes-Côte d'Azur,43.43283,4.887166,exact,operating,4,52.0,5100.0,2500.0,,6800.0,1650.0,,BOF; EAF; BF,2500,https://www.gem.wiki/ArcelorMittal_Méditerranée_Fos_sur_Mer_steel_plant
P100000120035,ArcelorMittal Monlevade steel plant,ArcelorMittal Brasil SA,ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],Brazil,Central & South America,Minas Gerais,-19.832129,-43.130164,exact,operating,2,89.0,1200.0,1040.0,,1827.0,,,BF; BOF; EAF,975,https://www.gem.wiki/ArcelorMittal_Monlevade_steel_plant
P100000120057,ArcelorMittal Montreal steel plant,ArcelorMittal Long Products Canada GP,ArcelorMittal SA [100.0%],Canada,North America,Quebec,45.835148,-73.254957,exact,operating,1,112.0,2400.0,1650.0,,,,,DRI; EAF,1900,https://www.gem.wiki/ArcelorMittal_Montreal_steel_plant
P100000121027,ArcelorMittal Newcastle Steel Works,ArcelorMittal South Africa Ltd,ArcelorMittal South Africa Ltd [100.0%],South Africa,Africa,Kwazulu Natal,-27.705376,30.014063,exact,retired,2,54.84,0.0,0.0,,2200.0,945.0,,EAF; BF; BOF,1896,https://www.gem.wiki/ArcelorMittal_Newcastle_Steel_Works
P100001025671,ArcelorMittal Nippon Steel Anakapalle steel plant,ArcelorMittal Nippon Steel India Ltd,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],India,Asia Pacific,Andhra Pradesh,17.407103,82.723183,approximate,construction,2,,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/ArcelorMittal_Nippon_Steel_Anakapalle_steel_plant
P100001025669,ArcelorMittal Nippon Steel Gadchiroli steel plant,ArcelorMittal Nippon Steel India Ltd,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],India,Asia Pacific,Maharashtra,20.168486,79.987119,approximate,announced,1,,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/ArcelorMittal_Nippon_Steel_Gadchiroli_steel_plant
P100000120513,ArcelorMittal Nippon Steel Hazira plant,ArcelorMittal Nippon Steel India Ltd,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],India,Asia Pacific,Gujarat,21.112377,72.647304,exact,operating,3,31.0,9600.0,11570.0,,1480.0,1350.0,4000.0,BF; DRI; EAF; Iron other/unspecified; Steel other/unspecified; BOF,7000,https://www.gem.wiki/ArcelorMittal_Nippon_Steel_Hazira_plant
P100000120573,ArcelorMittal Nippon Steel Kendrapara plant,ArcelorMittal Nippon Steel India Ltd,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],India,Asia Pacific,Odisha,20.71042,86.282806,approximate,announced,1,,0.0,0.0,,,,,BF; BOF,16000,https://www.gem.wiki/ArcelorMittal_Nippon_Steel_Kendrapara_plant
P100000121178,ArcelorMittal Nippon Steel Paradip plant,ArcelorMittal Nippon Steel India Ltd,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],India,Asia Pacific,Odisha,20.284771,86.658266,approximate,announced,1,,0.0,0.0,,,,,BF; BOF,7000,https://www.gem.wiki/ArcelorMittal_Nippon_Steel_Paradip_plant
P100000120458,ArcelorMittal Olaberria-Bergara (Olaberria) steel plant,Arcelormittal Olaberria-Bergara SL,ArcelorMittal SA; small shareholder(s),Spain,Europe,Gipuzkoa,43.03829,-2.219625,exact,operating,1,34.0,1450.0,0.0,,,,,EAF,500,https://www.gem.wiki/ArcelorMittal_Olaberria-Bergara_(Olaberria)_steel_plant
P100000120040,ArcelorMittal Pecém steel plant,ArcelorMittal Brasil SA,ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],Brazil,Central & South America,Ceará,-3.585917,-38.858932,exact,operating,1,10.0,3046.0,3192.0,,4747.0,1130.0,,BF; BOF,2500,https://www.gem.wiki/ArcelorMittal_Pecém_steel_plant
P100000120041,ArcelorMittal Piracicaba steel plant,ArcelorMittal Brasil SA,ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],Brazil,Central & South America,São Paulo,-22.698154,-47.657146,exact,operating,1,71.0,1100.0,0.0,,,,,EAF,500,https://www.gem.wiki/ArcelorMittal_Piracicaba_steel_plant
P100000120036,ArcelorMittal Resende steel plant,ArcelorMittal Brasil SA,ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],Brazil,Central & South America,Rio de Janeiro,-22.493597,-44.512628,exact,operating,1,17.0,1000.0,0.0,,,,,EAF,668,https://www.gem.wiki/ArcelorMittal_Resende_steel_plant
P100000121030,ArcelorMittal Saldanha Steel Works,ArcelorMittal South Africa Ltd,ArcelorMittal South Africa Ltd [100.0%],South Africa,Africa,Western Cape,-32.97952,18.023228,exact,mothballed,1,28.0,0.0,0.0,,,,,DRI; EAF; Iron other/unspecified,568,https://www.gem.wiki/ArcelorMittal_Saldanha_Steel_Works
P100000120453,ArcelorMittal Sestao steel plant,Arcelormittal Sestao SL,ArcelorMittal SA; small shareholder(s),Spain,Europe,Vizcaya,43.313144,-2.998964,exact,operating,1,124.0,2000.0,0.0,,,,,EAF,250,https://www.gem.wiki/ArcelorMittal_Sestao_steel_plant
P100000120719,ArcelorMittal Sonasid Jorf Lasfar steel plant,ArcelorMittal SA,ArcelorMittal SA [100.0%],Morocco,Africa,Casablanca-Settat,33.136529,-8.603555,exact,operating,1,21.0,800.0,0.0,,,,,EAF,729,https://www.gem.wiki/ArcelorMittal_Sonasid_Jorf_Lasfar_steel_plant
P100000120970,ArcelorMittal Texas DRI plant,ArcelorMittal SA,ArcelorMittal SA [100.0%],United States,North America,Texas,27.888929,-97.282062,exact,operating,2,8.39,0.0,2000.0,,,,,DRI,270,https://www.gem.wiki/ArcelorMittal_Texas_DRI_plant
P100000120034,ArcelorMittal Tubarão steel plant,ArcelorMittal Tubarão Comercial SA,ArcelorMittal Tubarão Comercial SA [100.0%],Brazil,Central & South America,Espírito Santo,-20.253447,-40.242298,exact,operating,1,43.0,7500.0,7280.0,,6500.0,3254.0,,BF; BOF,5000,https://www.gem.wiki/ArcelorMittal_Tubarão_steel_plant
P100000121028,ArcelorMittal Vanderbijlpark Steel Works,ArcelorMittal South Africa Ltd,ArcelorMittal South Africa Ltd [100.0%],South Africa,Africa,Gauteng,-26.657367,27.82231,exact,operating,4,72.38,3360.0,3860.0,,3100.0,1420.0,,BF; BOF; DRI; EAF,4500,https://www.gem.wiki/ArcelorMittal_Vanderbijlpark_Steel_Works
P100000120790,ArcelorMittal Warszawa steel plant,Arcelormittal Warszawa SP zoo,ArcelorMittal SA [100.0%],Poland,Europe,Mazowieckie,52.291337,20.917302,exact,operating,1,69.0,750.0,0.0,,,,,EAF,535,https://www.gem.wiki/ArcelorMittal_Warszawa_steel_plant
P100000120607,Ardakan Steel Yazd plant,Ardakan Steel Complex Co,Jahan Profil Pars Co,Iran,Middle East,Yazd,32.373942,53.759655,exact,operating,2,14.0,0.0,960.0,,,,,DRI; EAF,650,https://www.gem.wiki/Ardakan_Steel_Yazd_plant
P100000120597,Arfa Iron and Steel Yazd plant,Arfa Iron and Steel Co,Chadelmu Mining and Industrial Co [43.7%]; small shareholder(s) [24.7%]; Yaran Tube Rolling Mill Co [17.0%]; Social Insurance Fund of Farmers and Villagers [3.9%]; Sadr Tamin Investment Co [1.7%]; Iranian Mines & Mining Industries Development & Renovation Organization,Iran,Middle East,Yazd,32.39309,53.7566,exact,operating,1,14.89,1000.0,1200.0,,,,,DRI; EAF,1350,https://www.gem.wiki/Arfa_Iron_and_Steel_Yazd_plant
P100001063425,Arian Steel Fath Abad plant,Arian Steel Co,Arian Steel Co [100.0%],Iran,Middle East,Qazvin,35.744901,50.222553,exact,operating,2,25.0,240.0,0.0,,,,,EAF; IF,1000,https://www.gem.wiki/Arian_Steel_Fath_Abad_plant
P100000120568,Arjas Steel Tadipatri plant,Arjas Steel Pvt Ltd,ADV Partners Holdings Ltd,India,Asia Pacific,Andhra Pradesh,14.873471,78.048425,exact,operating,1,13.3,1005.0,1024.0,,450.0,200.0,,BF; BOF,1800,https://www.gem.wiki/Arjas_Steel_Tadipatri_plant
P100000120841,Arkan Steel Jeddah plant,Dar Al Arkan Real Estate Development Company SJSC,Dar Al Arkan Real Estate Development Company SJSC [100.0%],Saudi Arabia,Middle East,Makkah,21.524005,39.240633,approximate,announced,1,,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Arkan_Steel_Jeddah_plant
P100000120590,Arvand Jahanara Steel Khouzestan plant,Arvand Jahanara Steel Co,Arvand Jahanara Steel Co [100.0%],Iran,Middle East,Khouzestan,30.510886,48.241356,exact,operating,2,4.0,1200.0,0.0,,,,,EAF; DRI,800,https://www.gem.wiki/Arvand_Jahanara_Steel_Khouzestan_plant
P100000120604,Arvand Kaveh Steel Khoramshahr plant,Arvand Kaveh Steel Co,Arvand Kaveh Steel Co [100.0%],Iran,Middle East,Khuzestan,30.505458,48.272024,exact,announced,1,,0.0,0.0,,,,,DRI; EAF,unknown,https://www.gem.wiki/Arvand_Kaveh_Steel_Khoramshahr_plant
P100001045594,ASEAN Steel Hoa Phu steel plant,Asean Steel JSC,Asean Steel JSC [100.0%],Vietnam,Asia Pacific,Dak Lak,12.59912,107.93922,exact,operating,1,,500.0,0.0,,,,,Steel other/unspecified,unknown,https://www.gem.wiki/ASEAN_Steel_Hoa_Phu_steel_plant
P100000120825,Ashinskiy Metallurgical plant,Ashinskiy Metzavod PJSC,Ashinskiy Metzavod PJSC [100.0%],Russia,Eurasia,Chelyabinsk,54.99484,57.277548,exact,operating,1,126.0,1000.0,0.0,,,,,EAF,4226,https://www.gem.wiki/Ashinskiy_Metallurgical_plant
P100001080915,Asia United Steel plant,Asia United Steel,Asia United Steel [100.0%],Kazakhstan,Eurasia,Almaty,43.600662,76.317112,approximate,construction,1,,0.0,0.0,,,,,EAF,600,https://www.gem.wiki/Asia_United_Steel_plant
P100000120891,Asil Celik Orhangazi steel plant,Asil Celik Sanayi ve Ticaret AŞ,small shareholder(s) [21.7%]; Parsan Makina Parçaları Sanayi AŞ [20.1%]; Güriş Inşaat ve Muhendislik AŞ [19.5%]; Omtaş Otomotiv Transmisyon Aksamı Sanayi ve Ticaret AŞ [5.5%]; Diler Holding AŞ,Türkiye,Europe,Bursa,40.42752,29.270141,exact,operating,1,47.0,730.0,0.0,,,,,EAF,361,https://www.gem.wiki/Asil_Celik_Orhangazi_steel_plant
P100000120564,Atibir Industries Bhorandiha steel plant,Atibir Industries Co Ltd,Sribir Group of Companies,India,Asia Pacific,Jharkhand,24.145239,86.334999,exact,operating,2,17.0,0.0,600.0,,680.0,300.0,300.0,BF; BOF,unknown,https://www.gem.wiki/Atibir_Industries_Bhorandiha_steel_plant
P100000120046,AVB Açailândia steel plant,Aco Verde do Brasil SA,Grupo Ferroeste,Brazil,Central & South America,Maranhão,-4.874373,-47.4073517,exact,operating,1,11.0,600.0,720.0,,,,,BF; BOF,3000,https://www.gem.wiki/AVB_Açailândia_steel_plant
P100000120067,AZA Colina steel plant,Aceros AZA SA,Ingenieria e Inversiones Ltda; Inversiones Los Andes SA; Inversiones Reyosan SpA; Matco Cables SpA,Chile,Central & South America,Región Metropolitana,-33.294729,-70.727881,exact,operating,1,26.68,520.0,0.0,,,,,EAF,667,https://www.gem.wiki/AZA_Colina_steel_plant
P100000121043,Azerbaijan Integrated Steel Mill Complex,Azerbaijan Integrated Steel Mill Complex,Baku Steel Company QSC; China CAMC Engineering Co Ltd,Azerbaijan,Eurasia,Ganja-Dashkasan,40.721908,46.363526,approximate,cancelled,1,,0.0,0.0,,,,,DRI; EAF,unknown,https://www.gem.wiki/Azerbaijan_Integrated_Steel_Mill_Complex
P100001061353,Azerbaijan Metal Company Shamkir HBI plant,Azerbaijan Metal Company LLC,Fonte GreenMet Investments Fund OEIC LLC [50.0%]; AzerGold CJSC,Azerbaijan,Eurasia,Gazakh-Tovuz,40.8217502,46.0170067,approximate,announced,1,,0.0,0.0,,,,,DRI,1600,https://www.gem.wiki/Azerbaijan_Metal_Company_Shamkir_HBI_plant
P100000120605,Azna Steel Lorestan plant,Azna Steel,Azna Steel [100.0%],Iran,Middle East,Lorestan,33.464353,49.391373,exact,construction,2,5.97,0.0,0.0,,,,,EAF,560,https://www.gem.wiki/Azna_Steel_Lorestan_plant
P100000120907,Azovstal Iron and Steel Works,MK Azovstal' PrAT,Metinvest BV [100.0%],Ukraine,Europe,Donetsk,47.094724,37.596862,exact,retired,1,,0.0,0.0,,,,,BF; BOF,10702,https://www.gem.wiki/Azovstal_Iron_and_Steel_Works
P100000120606,Bafgh Mineral Complex Iron and Steel Yazd plant,Bafgh Mineral Complex Iron & Steel Co,Bafgh Mineral Complex Iron & Steel Co [100.0%],Iran,Middle East,Yazd,31.699307,55.440187,exact,operating,2,5.0,1200.0,800.0,,,,5000.0,DRI; EAF,4904,https://www.gem.wiki/Bafgh_Mineral_Complex_Iron_and_Steel_Yazd_plant
P100000120384,Baicheng Fuda Bar Rolling Co Ltd,Baicheng Fuda Bar Rolling Co Ltd,Baicheng Fuda Bar Rolling Co Ltd [100.0%],China,Asia Pacific,Jilin,45.593303,122.895588,exact,operating,2,16.31,788.0,0.0,,,,,EAF,30,https://www.gem.wiki/Baicheng_Fuda_Bar_Rolling_Co_Ltd
P100000120016,Baku Steel Company steel plant,Baku Steel Company QSC,Baku Steel Company QSC [100.0%],Azerbaijan,Eurasia,Narimanov,40.43136,49.886867,exact,operating,1,25.0,800.0,0.0,,,,,EAF,2000,https://www.gem.wiki/Baku_Steel_Company_steel_plant
P100000120817,Balakovo Steel Plant,MZ Balakovo JSC,Novostal-M LLC,Russia,Eurasia,Saratov,51.936009,47.81591,exact,operating,2,13.0,1250.0,0.0,,,,,EAF,4100,https://www.gem.wiki/Balakovo_Steel_Plant
P100001023581,Baldota Koppal steel plant,Baldota Steel and Power Ltd,Baldota Steel and Power Ltd [100.0%],India,Asia Pacific,Karnataka,15.332616,76.206778,exact,announced,1,0.0,0.0,0.0,,,,,BF; BOF; Iron other/unspecified; Steel other/unspecified,10000,https://www.gem.wiki/Baldota_Koppal_steel_plant
P100000120864,Bangkok Steel Industry Samut Prakan steel plant,Bangkok Steel Industry PCL,Bangkok Steel Industry PCL [100.0%],Thailand,Asia Pacific,Samut Prakan,13.647672,100.553882,exact,operating,1,62.0,600.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Bangkok_Steel_Industry_Samut_Prakan_steel_plant
P100000120256,Baoshan Iron and Steel Co Ltd Headquarters,Baoshan Iron & Steel Co Ltd,Baoshan Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Shanghai,31.41623,121.440087,exact,operating,1,49.0,19800.0,16800.0,,,,,BF; BOF; EAF; Iron other/unspecified,12859,https://www.gem.wiki/Baoshan_Iron_and_Steel_Co_Ltd_Headquarters
P100000120779,BaoSteel and SteelAsia Philippines steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,unknown,12.585909,123.207423,approximate,announced,1,,0.0,0.0,,,,,EAF,2000,https://www.gem.wiki/BaoSteel_and_SteelAsia_Philippines_steel_plant
P100000120336,Baosteel Desheng Stainless Steel Co Ltd,Baosteel Desheng Stainless Steel Co Ltd,China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],China,Asia Pacific,Fujian,26.48747,119.654461,exact,operating,2,15.0,3220.0,4761.0,,2960.0,,,BF; BOF,2155,https://www.gem.wiki/Baosteel_Desheng_Stainless_Steel_Co_Ltd
P100000120289,Baosteel Group Xinjiang Bayi Iron and Steel Co Ltd,Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Xinjiang,43.852147,87.304639,exact,operating,3,30.34,7300.0,7263.0,,,,,BF; BOF; EAF; Iron other/unspecified,3058,https://www.gem.wiki/Baosteel_Group_Xinjiang_Bayi_Iron_and_Steel_Co_Ltd
P100000120257,Baosteel Special Steel Co Ltd,Baosteel Special Metals Co Ltd,China Baowu Steel Group Co Ltd [100.0%],China,Asia Pacific,Shanghai,31.379422,121.484652,exact,retired,1,65.41,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Baosteel_Special_Steel_Co_Ltd
P100000120085,Baosteel Zhanjiang Iron and Steel Co Ltd,Baosteel Zhanjiang Iron & Steel Co Ltd,Baoshan Iron & Steel Co Ltd [90.0%]; Guangdong Hengjian Investment Holding Co Ltd [10.0%],China,Asia Pacific,Guangdong,21.056035,110.48657,exact,operating,1,15.0,14328.0,13250.0,,14488.0,4018.0,,BF; BOF; DRI; EAF,4956,https://www.gem.wiki/Baosteel_Zhanjiang_Iron_and_Steel_Co_Ltd
P100000121076,Baotou Baoxin Special Steel Co Ltd,Baotou Baoxin Special Steel Co Ltd,Baotou Baoxin Special Steel Co Ltd [100.0%],China,Asia Pacific,Inner Mongolia,41.362925,110.988771,exact,retired,1,17.39,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Baotou_Baoxin_Special_Steel_Co_Ltd
P100000121143,Baotou Da'an Iron and Steel Co Ltd Kundulun District,Baotou DA AN IRON&STEEL Co Ltd,Baotou DA AN IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,Inner Mongolia,40.715119,109.821653,approximate,cancelled,1,,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Baotou_Da'an_Iron_and_Steel_Co_Ltd_Kundulun_District
P100000120186,Baotou Daan Iron and Steel Co Ltd Hondlon District,Baotou DA AN IRON&STEEL Co Ltd,Baotou DA AN IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,Inner Mongolia,40.662343,109.698333,exact,retired,1,22.81,0.0,0.0,,,,,BF; BOF,3317,https://www.gem.wiki/Baotou_Daan_Iron_and_Steel_Co_Ltd_Hondlon_District
P100000121142,Baotou Deshun Special Steel Co Ltd,Baotou Deshun Spec. Steel Co Ltd,Baotou Deshun Spec. Steel Co Ltd [100.0%],China,Asia Pacific,Inner Mongolia,40.9019,110.336253,exact,construction,2,18.9,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Baotou_Deshun_Special_Steel_Co_Ltd
P100000120172,Baowu Group Echeng Iron and Steel Co Ltd,Baowu Group Echeng Iron & Steel Co Ltd,China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],China,Asia Pacific,Hubei,30.39574,114.861313,exact,operating,1,68.0,4971.0,4263.0,,,,,BF; BOF,5388,https://www.gem.wiki/Baowu_Group_Echeng_Iron_and_Steel_Co_Ltd
P100000121040,BAP Al-Khair steel plant,Public Investment Fund (Saudi Arabia); Baoshan Iron & Steel Co Ltd; Saudi Arabian Oil Co,Baoshan Iron & Steel Co Ltd [100.0%]; Public Investment Fund (Saudi Arabia) [100.0%]; Saudi Arabian Oil Co [100.0%],Saudi Arabia,Middle East,Eastern Province,27.502597,49.180369,approximate,construction,1,0.0,0.0,0.0,,,,,DRI; EAF,unknown,https://www.gem.wiki/BAP_Al-Khair_steel_plant
P100000120019,Bashundhara Steel Mirsarai plant,Bashundhara Multi Steel Industries Ltd,Bashundhara Group Ltd,Bangladesh,Asia Pacific,Chittagong,22.719278,91.470382,exact,construction,2,0.0,0.0,0.0,,,,,DRI; EAF,3000,https://www.gem.wiki/Bashundhara_Steel_Mirsarai_plant
P100000120223,Bengang Steel Plates Co Ltd,Bengang Steel Plates Co Ltd,Bengang Steel Plates Co Ltd [100.0%],China,Asia Pacific,Liaoning,41.274132,123.722099,exact,operating,4,28.65,13440.0,12841.0,,,,,BF; BOF; EAF,17044,https://www.gem.wiki/Bengang_Steel_Plates_Co_Ltd
P100000120435,Benteler Steel Tube Lingen plant,Benteler Steel/Tube GmbH,Benteler International AG,Germany,Europe,Lower Saxony,52.467622,7.317169,exact,operating,1,52.0,650.0,0.0,,,,,EAF,260,https://www.gem.wiki/Benteler_Steel_Tube_Lingen_plant
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,Benxi Beiying Iron & Steel (GROUP) Co Ltd,Ansteel Group Co Ltd [46.5%]; Bengang Group Co Ltd [27.7%]; Liaoning Huida Enterprise Management Co Ltd [8.2%]; China Minmetals Corp [7.0%]; unknown [6.4%]; Beijing Jianlong Investment Co Ltd [2.9%]; Fushun State-Owned Assets Management Co Ltd [1.3%],China,Asia Pacific,Liaoning,41.224814,123.608374,exact,operating,3,23.88,2600.0,7800.0,,,,,BF; BOF,18675,https://www.gem.wiki/Benxi_Beiying_Iron_and_Steel_Group_Co_Ltd_Beitai_Town
P100000121253,BER-PIG Iron and Steel Company Redcliff plant,Berhard Development Corporation (Private) Ltd,Berhard Development Corporation (Private) Ltd [100.0%],Zimbabwe,Africa,Midlands,-19.055102,29.782424,approximate,announced,1,1.55,0.0,0.0,,1200.0,,,BF,1000,https://www.gem.wiki/BER-PIG_Iron_and_Steel_Company_Redcliff_plant
P100001062088,Bhagyalaxmi Metals Mul steel plant,Bhagyalaxmi Metals Pvt Ltd,Bhagyalaxmi Metals Pvt Ltd [100.0%],India,Asia Pacific,Maharashtra,20.088919,79.71792,exact,announced,1,,0.0,0.0,,,,,DRI; IF,unknown,https://www.gem.wiki/Bhagyalaxmi_Metals_Mul_steel_plant
P100000120002,BILDCO Abu Dhabi steel plant,Abu Dhabi National for Building Materials Co PJSC,Abu Dhabi National for Building Materials Co PJSC [100.0%],United Arab Emirates,Middle East,Abu Dhabi,24.37872,54.475153,exact,operating,1,,1000.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/BILDCO_Abu_Dhabi_steel_plant
P100000120471,Blastr Inkoo steel plant,Blastr Green Steel AS,Vanir Green Industries AS,Finland,Europe,Uusimaa,60.0175,23.9126,exact,announced,1,0.0,0.0,0.0,,,,,DRI; EAF,1200,https://www.gem.wiki/Blastr_Inkoo_steel_plant
P100000120761,BlueScope New Zealand Steel Glenbrook,New Zealand Steel Ltd,BlueScope Steel Ltd [100.0%],New Zealand,Asia Pacific,South Auckland,-37.206878,174.728098,exact,operating,2,57.0,1320.0,652.0,,,,,DRI; EAF; BOF,1400,https://www.gem.wiki/BlueScope_New_Zealand_Steel_Glenbrook
P100000120937,BlueScope North Star Steel plant,North Star BlueScope Steel Ltd,BlueScope Steel Ltd [100.0%],United States,North America,Ohio,41.568783,-84.048129,exact,operating,1,30.0,3034.0,0.0,,,,,EAF,400,https://www.gem.wiki/BlueScope_North_Star_Steel_plant
